Wavenumber,Y1-1,Y1-2,Y1-3,Y2-1,Y2-2,Y2-3,Y3-1,Y3-2,Y3-3,Y4-1,Y4-2,Y4-3,Y5-1,Y5-2,Y5-3,Y6-1,Y6-2,Y6-3,Y7-1,Y7-2,Y7-3,Y8-1,Y8-2,Y8-3,Y9-1,Y9-2,Y9-3,DJ2-1,DJ2-2,DJ2-3,DJ3-1,DJ3-2,DJ3-3,DJ4-1,DJ4-2,DJ4-3,DJ5-1,DJ5-2,DJ5-3,DJ7-1,DJ7-2,DJ7-3,DJ8-1,DJ8-2,DJ8-3,DJ11-1,DJ11-2,DJ11-3,DJ14-1,DJ14-2,DJ14-3,DJ16-1,DJ16-2,DJ16-3,DJ17-1,DJ17-2,DJ17-3,DJ17W-1,DJ17W-2,DJ17W-3,DJ18-1,DJ18-2,DJ18-3,DJ18W-1,DJ18W-2,DJ18W-3,DJ20-1,DJ20-2,DJ20-3,DJ21-1,DJ21-2,DJ21-3,DJ22-1,DJ22-2,DJ22-3,DJ24-1,DJ24-2,DJ24-3,DJ26-1,DJ26-2,DJ26-3
1994.39574,94.98241,94.92719,95.17488,95.54952,95.53319,95.3822,96.13575,95.86476,95.71282,96.39401,96.23914,96.32394,96.74864,96.68635,96.76775,97.3606,97.31158,97.32568,97.70118,97.74348,97.69585,98.03908,98.04897,98.16471,98.48126,98.4278,98.48268,98.27045,98.26558,98.26219,98.44782,98.42049,98.39894,98.11956,98.07189,98.05374,98.27846,98.24685,98.22696,97.96888,97.94655,98.05911,98.20637,98.32928,98.17831,98.12816,98.06433,98.12675,97.76433,97.71126,97.44404,97.30196,97.47772,97.24708,98.40866,98.49105,98.55604,98.43077,98.56905,98.55072,97.73776,97.7575,97.70864,97.94205,97.84638,97.92155,97.49258,97.5666,97.60112,97.836,97.85273,97.95838,98.296,98.29669,98.25357,97.94506,97.89057,97.82985,97.35963,97.36915,97.37228
1996.32456,95.10937,95.04097,95.3168,95.67032,95.66034,95.50573,96.23672,95.98295,95.82243,96.48927,96.3472,96.42616,96.76053,96.73782,96.79908,97.30509,97.25226,97.28089,97.6872,97.72557,97.67552,98.10792,98.09937,98.20726,98.5336,98.48967,98.54617,98.38112,98.37242,98.37646,98.57218,98.53773,98.53434,98.28492,98.24327,98.2224,98.40904,98.38832,98.36195,97.9628,97.94581,98.05135,98.36019,98.47509,98.32188,98.28621,98.21834,98.27087,97.92392,97.86301,97.59636,97.45515,97.60543,97.38967,98.55366,98.62697,98.6908,98.51463,98.63316,98.61639,97.79614,97.81759,97.76372,97.98746,97.89276,97.95892,97.61955,97.69708,97.76485,97.9748,98.0051,98.10775,98.44326,98.42542,98.41972,97.93553,97.89026,97.85163,97.4424,97.46028,97.47529
1998.25338,95.11486,95.04003,95.30864,95.68095,95.67331,95.48317,96.23614,95.98358,95.82053,96.48532,96.34987,96.42273,96.78013,96.73825,96.78999,97.31093,97.25727,97.28948,97.69875,97.74163,97.68559,98.10157,98.08776,98.21782,98.51779,98.49029,98.52627,98.37443,98.36271,98.37526,98.56409,98.52126,98.51646,98.25745,98.22981,98.21081,98.40438,98.38019,98.36415,97.97516,97.94433,98.0485,98.33139,98.45832,98.31405,98.27697,98.2001,98.25751,97.90861,97.851,97.57188,97.44447,97.60164,97.37476,98.56425,98.60669,98.68858,98.49987,98.62952,98.62633,97.79517,97.81984,97.75992,97.96528,97.88945,97.98334,97.60181,97.69601,97.74003,97.96869,98.00207,98.11555,98.43757,98.41639,98.40349,97.91919,97.87591,97.85931,97.42944,97.47,97.47553
2000.18219,95.11788,95.03651,95.2844,95.66105,95.66927,95.45273,96.22206,95.96688,95.79801,96.47498,96.33384,96.40737,96.77382,96.7155,96.76342,97.29669,97.24585,97.2731,97.68963,97.72178,97.66285,98.0724,98.07564,98.19201,98.4993,98.45604,98.48044,98.35573,98.33636,98.35277,98.53136,98.5097,98.48181,98.24374,98.21866,98.18656,98.38876,98.36891,98.33064,97.95183,97.89881,98.01521,98.30356,98.42995,98.29978,98.2304,98.16949,98.24526,97.89275,97.833,97.5326,97.40731,97.58958,97.36353,98.54818,98.59481,98.67665,98.48371,98.60716,98.61704,97.77275,97.78306,97.73055,97.93305,97.84761,97.94575,97.56899,97.67417,97.7073,97.96444,97.97794,98.10137,98.41303,98.41236,98.38193,97.90134,97.84042,97.8501,97.40608,97.44298,97.45552
2002.11101,95.1547,95.06336,95.30968,95.68809,95.68349,95.47292,96.23952,95.96792,95.81966,96.49237,96.34484,96.42797,96.76456,96.72739,96.77493,97.28744,97.23552,97.25424,97.67925,97.71242,97.66812,98.07865,98.08388,98.19375,98.50634,98.44425,98.48788,98.35469,98.33645,98.35895,98.54798,98.52583,98.50238,98.28021,98.24418,98.21023,98.39434,98.39437,98.33487,97.93534,97.89574,98.01009,98.33136,98.46023,98.31156,98.2302,98.17975,98.26469,97.90633,97.83833,97.53668,97.40976,97.60648,97.38299,98.55353,98.607,98.69338,98.50319,98.61336,98.62114,97.77646,97.77144,97.73969,97.93926,97.85029,97.93271,97.57602,97.69503,97.71941,97.98514,97.98816,98.10862,98.43299,98.44055,98.40104,97.9009,97.83408,97.83859,97.4069,97.44387,97.44705
2004.03982,95.17616,95.08628,95.33389,95.70505,95.69673,95.49439,96.26252,95.97902,95.84685,96.50484,96.37111,96.44988,96.75517,96.725,96.79478,97.30046,97.25694,97.26305,97.69198,97.71215,97.68703,98.08509,98.08102,98.21393,98.50984,98.4742,98.50508,98.36245,98.3365,98.37469,98.55753,98.52319,98.50701,98.29641,98.26436,98.22886,98.38507,98.39267,98.33401,97.9349,97.92785,98.01303,98.33826,98.45869,98.30844,98.2414,98.18621,98.28364,97.88555,97.84006,97.52597,97.40867,97.62754,97.38477,98.55505,98.61466,98.68423,98.50752,98.62133,98.62723,97.78109,97.79312,97.75773,97.95542,97.84794,97.95967,97.60287,97.70202,97.7211,97.99291,97.99804,98.1092,98.44512,98.45752,98.40753,97.9113,97.85674,97.82978,97.41128,97.46049,97.43889
2005.96864,95.17367,95.10964,95.34745,95.70096,95.72159,95.51221,96.27471,95.98893,95.86057,96.50432,96.38427,96.45935,96.75498,96.73413,96.79986,97.31642,97.27712,97.29595,97.70451,97.72429,97.69015,98.09216,98.08644,98.20346,98.51203,98.50788,98.51587,98.35957,98.34551,98.36906,98.55309,98.52183,98.49314,98.28388,98.25997,98.23727,98.38892,98.39336,98.31717,97.94852,97.93627,98.01452,98.33235,98.43529,98.31165,98.23722,98.18842,98.27737,97.87805,97.83759,97.51277,97.41942,97.64256,97.36922,98.55899,98.61111,98.69559,98.52927,98.6341,98.63595,97.77556,97.80096,97.77167,97.97158,97.85709,97.97089,97.62644,97.69661,97.7148,98.00898,97.99711,98.111,98.43657,98.4541,98.39552,97.90908,97.88123,97.83691,97.41883,97.46175,97.43798
2007.89746,95.15955,95.10511,95.333,95.6923,95.71862,95.51234,96.25075,95.96926,95.83483,96.49593,96.35872,96.4425,96.76166,96.74226,96.79226,97.32975,97.27933,97.31723,97.70662,97.73812,97.68778,98.08665,98.0774,98.18494,98.50484,98.48837,98.50345,98.33883,98.33987,98.36313,98.51726,98.51129,98.47246,98.24624,98.22322,98.21721,98.35115,98.3624,98.29374,97.9607,97.94151,98.01852,98.30479,98.40571,98.29289,98.20492,98.16647,98.23094,97.8685,97.82229,97.5003,97.40823,97.60775,97.33901,98.55342,98.58338,98.67852,98.52368,98.62425,98.62098,97.75787,97.78307,97.75865,97.95774,97.88206,97.9826,97.59772,97.68913,97.70365,97.99926,97.98731,98.10079,98.40944,98.41439,98.35633,97.92121,97.88256,97.8413,97.41985,97.43607,97.45087
2009.82627,95.16516,95.08444,95.34233,95.6917,95.70096,95.49199,96.25036,95.97564,95.83776,96.4927,96.34841,96.42728,96.77243,96.72998,96.77155,97.30972,97.25023,97.3045,97.68302,97.72415,97.66304,98.07926,98.07452,98.18935,98.47931,98.45547,98.48728,98.33303,98.33453,98.36369,98.5066,98.50109,98.46593,98.24801,98.22594,98.2051,98.33943,98.3419,98.29855,97.92815,97.92078,97.99892,98.28269,98.40526,98.29962,98.19284,98.15699,98.22564,97.86983,97.82327,97.50037,97.3908,97.57145,97.33508,98.55608,98.57752,98.66708,98.50339,98.60481,98.58204,97.76044,97.77642,97.73988,97.93496,97.85418,97.96112,97.57693,97.67786,97.71652,97.98131,98.00138,98.09494,98.40564,98.4129,98.36037,97.90972,97.86939,97.82154,97.40148,97.41841,97.44892
2011.75509,95.18647,95.09667,95.36803,95.71304,95.70765,95.49131,96.26926,95.99699,95.85265,96.49684,96.35738,96.42891,96.77619,96.72588,96.77842,97.30726,97.25619,97.31174,97.6712,97.72384,97.66632,98.07504,98.07537,98.19956,98.47485,98.45419,98.48738,98.34745,98.34502,98.35075,98.52224,98.49463,98.4614,98.27485,98.24388,98.20091,98.3532,98.34881,98.30772,97.89906,97.90626,98.00271,98.28029,98.42586,98.28959,98.20683,98.14573,98.24354,97.87495,97.83371,97.50174,97.38495,97.56501,97.34733,98.54622,98.59615,98.68471,98.50865,98.61096,98.5898,97.76415,97.78336,97.74606,97.92986,97.84292,97.93815,97.58185,97.67019,97.72652,97.98422,98.01801,98.10018,98.41816,98.40877,98.38528,97.89342,97.87171,97.82929,97.40243,97.41997,97.44739
2013.6839,95.18548,95.09764,95.35087,95.6998,95.68994,95.50095,96.26235,95.97948,95.82703,96.49873,96.3478,96.41505,96.78354,96.71051,96.79418,97.32345,97.29188,97.31049,97.68697,97.72904,97.68303,98.05334,98.05264,98.18376,98.47335,98.45636,98.46753,98.33793,98.32029,98.32072,98.51259,98.45018,98.42747,98.24775,98.21281,98.14993,98.33411,98.30531,98.28305,97.92085,97.90711,98.01818,98.24292,98.38479,98.23012,98.16732,98.1089,98.20541,97.83153,97.78664,97.45741,97.34671,97.53916,97.31674,98.51878,98.5733,98.65862,98.50309,98.61121,98.61842,97.75072,97.7696,97.73661,97.92469,97.84469,97.92802,97.55671,97.6437,97.68739,97.95397,97.97903,98.07035,98.39058,98.36246,98.35336,97.90687,97.86753,97.85262,97.40434,97.42351,97.42027
2015.61272,95.06556,94.9662,95.23038,95.58193,95.57579,95.38983,96.14622,95.87138,95.70596,96.4075,96.24926,96.32089,96.77158,96.67685,96.76467,97.40988,97.35802,97.35419,97.726,97.7609,97.71589,97.98095,97.97174,98.09676,98.40433,98.38002,98.40174,98.21063,98.17333,98.19257,98.38083,98.28091,98.28241,98.05855,98.01719,97.96756,98.16946,98.13831,98.13236,97.9702,97.95217,98.04041,98.06373,98.19204,98.05041,97.97926,97.94492,98.01969,97.62843,97.58315,97.27366,97.19551,97.40546,97.14497,98.34431,98.41493,98.48698,98.40396,98.55413,98.56509,97.70357,97.70224,97.66638,97.89014,97.83239,97.92803,97.39731,97.48408,97.53775,97.77212,97.80403,97.91047,98.19848,98.18953,98.16828,97.94195,97.85642,97.83499,97.32606,97.34547,97.33852
2017.54154,94.98392,94.88483,95.15557,95.52497,95.51222,95.30937,96.08323,95.82073,95.65154,96.33269,96.18043,96.25744,96.73917,96.67371,96.7335,97.44285,97.37445,97.37962,97.71178,97.76829,97.73003,97.92908,97.91722,98.03389,98.32173,98.31388,98.33103,98.12715,98.10964,98.13329,98.28308,98.1899,98.18443,97.93697,97.8753,97.85854,98.06834,98.05523,98.02168,97.95687,97.9551,98.02068,97.96091,98.08479,97.93762,97.87661,97.84886,97.92457,97.50911,97.48256,97.16466,97.09803,97.33963,97.04856,98.24468,98.32037,98.39247,98.35108,98.51105,98.51174,97.64902,97.63741,97.61955,97.83964,97.79137,97.90022,97.30212,97.39469,97.44429,97.67148,97.72002,97.81214,98.07478,98.08929,98.06019,97.93454,97.82665,97.80928,97.24422,97.25788,97.27116
2019.47035,95.084,94.99541,95.25606,95.62175,95.59477,95.40013,96.1702,95.89619,95.73485,96.39223,96.24882,96.32262,96.71825,96.68791,96.75298,97.34029,97.30002,97.30243,97.65958,97.70205,97.67608,97.97579,97.95012,98.06224,98.34088,98.34945,98.3637,98.20932,98.20044,98.22907,98.37282,98.30202,98.28994,98.06783,98.0269,97.98364,98.17515,98.16883,98.10456,97.89637,97.89163,97.96865,98.09812,98.23796,98.07572,98.00552,97.97303,98.04102,97.6555,97.62762,97.30519,97.19582,97.43784,97.16585,98.37817,98.43303,98.50232,98.41653,98.55748,98.54094,97.65883,97.64884,97.62937,97.83966,97.77918,97.86574,97.41617,97.53785,97.5571,97.80762,97.84611,97.93819,98.20239,98.22438,98.18141,97.89079,97.80472,97.79284,97.29176,97.2967,97.31211
2021.39917,95.17998,95.08704,95.33963,95.69183,95.67665,95.48521,96.2462,95.95208,95.81428,96.46136,96.32751,96.38958,96.74274,96.70443,96.76703,97.29906,97.27503,97.26147,97.65667,97.68249,97.63666,98.02268,97.97966,98.10875,98.39015,98.38669,98.41577,98.28422,98.28326,98.31168,98.45482,98.39717,98.39855,98.18317,98.16564,98.10733,98.26134,98.2508,98.20701,97.87566,97.8686,97.95691,98.19967,98.35305,98.19446,98.09604,98.06216,98.13671,97.76999,97.71542,97.40005,97.29138,97.51387,97.26526,98.48228,98.53069,98.59405,98.46966,98.60083,98.56368,97.68458,97.69278,97.65337,97.85398,97.78979,97.8762,97.5031,97.64093,97.64543,97.91902,97.94027,98.05149,98.31694,98.33922,98.2819,97.88165,97.81757,97.78136,97.34646,97.37858,97.3688
2023.32798,95.21754,95.1064,95.36045,95.71506,95.70048,95.51323,96.27191,95.97671,95.855,96.48514,96.34778,96.40412,96.77513,96.73519,96.76929,97.29658,97.27944,97.26743,97.66261,97.69067,97.63113,98.02339,97.98818,98.12421,98.41684,98.37928,98.4308,98.31039,98.30058,98.34333,98.45791,98.41392,98.42009,98.21609,98.1927,98.14383,98.28543,98.26834,98.23743,97.88346,97.87161,97.96274,98.20731,98.36344,98.20971,98.09962,98.06177,98.15789,97.78497,97.71346,97.38425,97.30593,97.52654,97.28264,98.50806,98.53866,98.62479,98.47966,98.60611,98.57349,97.68638,97.71657,97.66313,97.86757,97.78333,97.88103,97.52338,97.65724,97.66743,97.94003,97.96065,98.08028,98.33053,98.34528,98.30177,97.89558,97.84089,97.77526,97.35182,97.39238,97.39289
2025.2568,95.22904,95.11913,95.38216,95.73411,95.70469,95.52845,96.28419,95.99906,95.87664,96.50179,96.34294,96.41502,96.76627,96.73798,96.77188,97.29045,97.26261,97.27,97.65079,97.67143,97.63054,98.0089,97.99282,98.11241,98.41428,98.35776,98.42579,98.31711,98.29832,98.34657,98.45588,98.42065,98.41155,98.20913,98.20018,98.1619,98.29276,98.26944,98.24074,97.87956,97.87168,97.95475,98.21862,98.36802,98.2168,98.10949,98.06898,98.15536,97.79214,97.71048,97.38983,97.29607,97.53757,97.26817,98.50619,98.55841,98.64042,98.48131,98.60713,98.59037,97.67946,97.71655,97.64966,97.88379,97.77711,97.87869,97.53912,97.66444,97.67131,97.94053,97.98094,98.07145,98.3246,98.3455,98.30691,97.88799,97.84929,97.76822,97.36127,97.38498,97.39892
2027.18562,95.21858,95.1234,95.38161,95.73269,95.69681,95.51789,96.27947,96.00622,95.86235,96.49687,96.32965,96.40508,96.74303,96.70934,96.76508,97.29018,97.23465,97.26744,97.65476,97.64974,97.62439,97.99077,97.97705,98.08746,98.3927,98.34046,98.39787,98.30794,98.28637,98.32188,98.44373,98.40176,98.38912,98.20421,98.19892,98.14567,98.27355,98.26467,98.24085,97.84827,97.8555,97.92751,98.20898,98.35356,98.21204,98.11166,98.06008,98.13642,97.78456,97.68903,97.3929,97.29065,97.51017,97.26346,98.50517,98.56285,98.63057,98.47347,98.59469,98.59495,97.66472,97.68232,97.62934,97.87417,97.77613,97.88129,97.52787,97.62606,97.65985,97.93993,97.97184,98.05556,98.30887,98.33541,98.29227,97.86869,97.83859,97.76961,97.35418,97.36913,97.38569
2029.11443,95.21039,95.13988,95.38531,95.74595,95.70908,95.5224,96.28061,96.01852,95.85947,96.4859,96.3382,96.41136,96.74834,96.6951,96.76213,97.27179,97.22049,97.24605,97.65757,97.65018,97.62548,97.98907,97.97432,98.10085,98.36637,98.34128,98.39302,98.31439,98.27902,98.31161,98.45048,98.40682,98.39723,98.22447,98.19202,98.13116,98.26507,98.26425,98.24032,97.82606,97.84079,97.90098,98.19949,98.35293,98.22135,98.11414,98.05194,98.1341,97.76584,97.69167,97.38817,97.29318,97.48185,97.26018,98.5326,98.55655,98.63495,98.49093,98.59429,98.58607,97.65678,97.67096,97.62935,97.85481,97.7786,97.86358,97.53004,97.6195,97.65946,97.94369,97.96961,98.06627,98.303,98.33978,98.28358,97.84733,97.81362,97.77396,97.34258,97.35138,97.37986
2031.04325,95.2162,95.15868,95.39938,95.76065,95.71761,95.53311,96.27719,96.01814,95.85843,96.48035,96.34252,96.42248,96.76157,96.68364,96.7418,97.25298,97.22922,97.24163,97.64841,97.64875,97.6201,97.97791,97.9708,98.10434,98.35525,98.33557,98.39253,98.32328,98.27649,98.30036,98.44742,98.40288,98.40567,98.21633,98.18481,98.11596,98.26382,98.25795,98.22102,97.81853,97.84418,97.89615,98.2039,98.33907,98.21133,98.1051,98.04853,98.12149,97.75138,97.69435,97.37048,97.27228,97.47227,97.26484,98.53093,98.55063,98.63746,98.4964,98.5901,98.56778,97.65453,97.67672,97.63582,97.84056,97.76893,97.85091,97.52055,97.6307,97.65944,97.94449,97.97278,98.06413,98.30965,98.34254,98.27709,97.82656,97.80079,97.7631,97.33328,97.34596,97.36528
2032.97206,95.20787,95.16515,95.41119,95.76938,95.70667,95.52232,96.27486,95.99746,95.84954,96.47449,96.32389,96.40573,96.76579,96.69162,96.73023,97.23923,97.22926,97.25065,97.62254,97.63825,97.62168,97.97622,97.94879,98.08061,98.33269,98.32409,98.36813,98.30218,98.26747,98.29896,98.43811,98.37671,98.39378,98.17931,98.15932,98.1187,98.26175,98.23029,98.2058,97.81325,97.82947,97.88054,98.19241,98.31556,98.18194,98.08158,98.04103,98.10982,97.73452,97.68484,97.37033,97.2633,97.46475,97.25664,98.50278,98.54512,98.63096,98.47413,98.58254,98.57088,97.64095,97.66866,97.63286,97.82808,97.75066,97.84391,97.5167,97.61347,97.6537,97.94501,97.97396,98.04642,98.30097,98.319,98.26078,97.81307,97.79689,97.74507,97.31029,97.33094,97.34852
2034.90088,95.22187,95.165,95.41632,95.76529,95.70448,95.53027,96.28569,95.98662,95.86109,96.46751,96.32118,96.39655,96.76077,96.70924,96.75556,97.27109,97.23665,97.252,97.60291,97.64794,97.62211,97.97452,97.94166,98.077,98.31627,98.32359,98.35527,98.30121,98.25634,98.30471,98.4379,98.37292,98.38289,98.16319,98.15208,98.13249,98.24665,98.22098,98.18826,97.82037,97.81931,97.8896,98.18957,98.30414,98.17053,98.06132,98.03266,98.11723,97.71254,97.6668,97.37556,97.27134,97.47234,97.24188,98.49095,98.54663,98.6117,98.453,98.59689,98.58495,97.63317,97.6767,97.6322,97.82582,97.73905,97.84521,97.5131,97.60666,97.6399,97.93941,97.97576,98.03738,98.28037,98.30894,98.25432,97.83151,97.80244,97.72991,97.30922,97.33842,97.3552
2036.8297,95.24111,95.16773,95.41296,95.75013,95.70914,95.53306,96.28082,95.99251,95.86555,96.45836,96.32686,96.37363,96.74278,96.70743,96.76404,97.28015,97.2428,97.24013,97.59557,97.64252,97.60166,97.95683,97.92519,98.05528,98.31194,98.30803,98.32741,98.30762,98.26444,98.30639,98.4236,98.37838,98.36832,98.14972,98.14418,98.11892,98.23225,98.22746,98.15784,97.80076,97.81449,97.89875,98.17875,98.27932,98.15563,98.02937,98.01573,98.09519,97.68912,97.6408,97.33839,97.24796,97.47037,97.2213,98.47682,98.5475,98.60279,98.44881,98.61351,98.57706,97.61609,97.66217,97.6187,97.80175,97.71893,97.84028,97.49518,97.60673,97.62316,97.92877,97.94654,98.04043,98.27444,98.28909,98.2497,97.84555,97.78794,97.71487,97.31119,97.34554,97.35837
2038.75851,95.20211,95.13067,95.37192,95.69811,95.6727,95.49758,96.23264,95.93955,95.80429,96.42428,96.30384,96.33242,96.72316,96.68432,96.73005,97.27436,97.24232,97.24754,97.58871,97.61817,97.59098,97.90522,97.86687,97.98995,98.28601,98.26623,98.28548,98.25426,98.22668,98.2568,98.3586,98.31489,98.31,98.10018,98.08049,98.02466,98.17549,98.18272,98.10654,97.80282,97.81325,97.88292,98.10117,98.20694,98.07909,97.95914,97.93513,98.0269,97.62797,97.57521,97.26681,97.17742,97.40352,97.15097,98.41437,98.48489,98.54795,98.41866,98.57278,98.55031,97.58815,97.61284,97.57088,97.77143,97.68865,97.80813,97.4305,97.53503,97.56834,97.86517,97.88649,98.0086,98.20808,98.22306,98.17646,97.83335,97.75667,97.69198,97.27586,97.30399,97.31829
2040.68733,95.1412,95.06624,95.32391,95.64852,95.62018,95.45523,96.18918,95.90485,95.74429,96.3778,96.26532,96.31206,96.71882,96.66008,96.70799,97.31014,97.27444,97.28975,97.59893,97.6168,97.61762,97.85135,97.83414,97.95271,98.24821,98.24555,98.27375,98.19781,98.16097,98.1801,98.2912,98.24194,98.23885,98.01653,97.97691,97.93762,98.09497,98.09505,98.04866,97.84549,97.83547,97.89501,98.00525,98.13033,97.98728,97.88033,97.83911,97.93892,97.5331,97.49692,97.19254,97.11395,97.32529,97.06891,98.35442,98.41079,98.49197,98.38898,98.53689,98.53311,97.56734,97.58326,97.52588,97.75589,97.68515,97.79057,97.35073,97.47059,97.50888,97.77961,97.82277,97.9355,98.12315,98.1361,98.08313,97.83768,97.75368,97.68335,97.23141,97.25054,97.26271
2042.61614,95.13918,95.07889,95.35229,95.676,95.63054,95.4644,96.21414,95.96154,95.78109,96.39341,96.25729,96.32902,96.73377,96.67593,96.72769,97.30761,97.26938,97.28356,97.60831,97.61789,97.60906,97.85333,97.86122,97.96168,98.24511,98.25175,98.28142,98.23553,98.19098,98.2027,98.31079,98.26921,98.23234,98.03079,97.99805,97.98132,98.11299,98.09814,98.07309,97.83188,97.82704,97.90286,98.01298,98.16366,98.01097,97.90911,97.8539,97.95396,97.54204,97.51731,97.21875,97.13373,97.33061,97.08438,98.38737,98.42865,98.51682,98.40262,98.55244,98.54837,97.57035,97.58926,97.52124,97.74652,97.69318,97.79335,97.38369,97.4963,97.53208,97.80938,97.87108,97.94513,98.14984,98.1677,98.11745,97.84816,97.76316,97.67637,97.23217,97.26704,97.27608
2044.54496,95.19734,95.15032,95.41892,95.74468,95.69012,95.5029,96.2541,96.01669,95.84427,96.44776,96.28792,96.37894,96.7523,96.69171,96.74118,97.25711,97.23235,97.2688,97.60956,97.61548,97.59913,97.8803,97.89343,97.98323,98.26433,98.26438,98.28976,98.29017,98.26677,98.27164,98.37293,98.33536,98.2701,98.10579,98.09522,98.0756,98.16788,98.1535,98.13474,97.80062,97.81939,97.88094,98.0726,98.24693,98.08637,97.97779,97.92426,98.02355,97.61095,97.58108,97.27558,97.1927,97.40071,97.15718,98.45021,98.49055,98.57303,98.43778,98.59008,98.57075,97.58506,97.61733,97.5427,97.76067,97.69974,97.79132,97.45201,97.56139,97.60303,97.89432,97.94635,98.02904,98.22023,98.26123,98.19152,97.85362,97.77253,97.68865,97.26185,97.30966,97.31962
2046.47378,95.23206,95.18082,95.42981,95.77519,95.71955,95.51744,96.26586,96.0151,95.8474,96.47129,96.30567,96.39053,96.73643,96.67615,96.74238,97.226,97.19865,97.26639,97.58641,97.61268,97.57822,97.89735,97.87998,97.98187,98.26645,98.25997,98.27598,98.28388,98.26587,98.28825,98.38195,98.34467,98.29599,98.114,98.10455,98.10535,98.16963,98.16455,98.1497,97.78896,97.80486,97.85834,98.09739,98.259,98.10926,97.99615,97.93114,98.02552,97.62025,97.58287,97.28433,97.19743,97.42812,97.16502,98.44554,98.50939,98.60051,98.45342,98.59414,98.57176,97.57784,97.61408,97.53922,97.77111,97.69888,97.78365,97.45684,97.57701,97.62074,97.91951,97.93447,98.06937,98.22925,98.26941,98.16592,97.84784,97.76763,97.70501,97.27115,97.31392,97.31094
2048.40259,95.23465,95.17522,95.41647,95.75595,95.72042,95.51592,96.26695,96.002,95.82896,96.4407,96.29748,96.37918,96.70046,96.65222,96.72063,97.20428,97.16125,97.22329,97.55771,97.58752,97.54185,97.87885,97.84541,97.97207,98.24924,98.23002,98.24647,98.26342,98.24313,98.28337,98.34268,98.3334,98.28239,98.10517,98.08416,98.07493,98.1566,98.15123,98.13954,97.75773,97.76208,97.84165,98.08777,98.26117,98.09048,97.98481,97.90172,98.00798,97.59778,97.55471,97.27338,97.17363,97.40629,97.12778,98.43331,98.5102,98.59953,98.44499,98.57684,98.54896,97.54468,97.5862,97.51235,97.74572,97.67371,97.74899,97.45079,97.56464,97.60658,97.91734,97.92773,98.05002,98.20221,98.24761,98.14993,97.81516,97.74119,97.70015,97.26165,97.29728,97.27769
2050.33141,95.25125,95.15963,95.41652,95.74847,95.73023,95.50877,96.27168,96.01261,95.81968,96.4431,96.29349,96.37966,96.70562,96.65198,96.71242,97.20351,97.18421,97.2064,97.5659,97.59134,97.52108,97.86903,97.84314,97.9802,98.22491,98.22181,98.22597,98.25524,98.24085,98.27864,98.32353,98.31215,98.26222,98.10511,98.09183,98.04124,98.13856,98.15278,98.13646,97.74946,97.74069,97.82859,98.0746,98.25527,98.05856,97.97054,97.89101,97.98892,97.58206,97.53425,97.24778,97.15487,97.38267,97.11994,98.42829,98.50718,98.59217,98.45338,98.57284,98.54365,97.53769,97.58052,97.50386,97.74188,97.66286,97.73334,97.4484,97.55476,97.60378,97.91874,97.92716,98.03041,98.2021,98.22947,98.16616,97.78806,97.71907,97.67946,97.24927,97.28452,97.25913
2052.26022,95.27679,95.17367,95.43511,95.75933,95.74206,95.49692,96.28526,96.01478,95.82283,96.46285,96.29783,96.38314,96.71216,96.65772,96.70699,97.22824,97.20877,97.2204,97.5804,97.59321,97.52192,97.87636,97.84952,97.99896,98.22033,98.22618,98.22152,98.26137,98.2452,98.27599,98.34548,98.30695,98.26993,98.09811,98.0969,98.04873,98.15293,98.16541,98.13841,97.7343,97.74686,97.81749,98.06528,98.24897,98.05404,97.94918,97.90917,97.99066,97.59653,97.53731,97.2349,97.16468,97.39162,97.13287,98.44481,98.50868,98.60003,98.45124,98.58645,98.57789,97.55066,97.57607,97.4957,97.75342,97.65939,97.75172,97.44199,97.55652,97.61329,97.92191,97.93557,98.04509,98.21209,98.23222,98.16796,97.77724,97.70658,97.66505,97.23669,97.28869,97.28078
2054.18904,95.28082,95.19201,95.44727,95.77081,95.74916,95.51202,96.28469,96.01686,95.83966,96.45053,96.29685,96.3831,96.70901,96.65824,96.69743,97.23642,97.21265,97.23201,97.57395,97.57861,97.52726,97.87744,97.83056,97.99703,98.22297,98.21508,98.23433,98.27031,98.23837,98.26708,98.35546,98.30094,98.26112,98.09643,98.09194,98.06024,98.15708,98.15662,98.10277,97.71894,97.75327,97.81009,98.0503,98.23955,98.06242,97.93126,97.8989,97.9913,97.59692,97.52692,97.22317,97.16299,97.38753,97.12729,98.46628,98.49553,98.59544,98.45221,98.59794,98.59245,97.5484,97.5649,97.47946,97.74503,97.65608,97.75462,97.42467,97.55875,97.60807,97.91118,97.93463,98.04047,98.19888,98.24093,98.16024,97.77519,97.71606,97.65201,97.2301,97.2773,97.28391
