name,c_K2CO3,c_KHCO3,Total,Wavenumber,R1-1,R1-2,R1-3,R2-1,R2-2,R2-3,R3-1,R3-2,R3-3,R4-1,R4-2,R4-3,R5-1,R5-2,R5-3,R6-1,R6-2,R6-3,R7-1,R7-2,R7-3,R8-1,R8-2,R8-3,R9-1,R9-2,R9-3,R10-1,R10-2,R10-3,R11-1,R11-2,R11-3
,,,,2638.62029,98.52416,98.53758,98.45562,96.06851,96.2321,95.70443,93.70365,93.78879,93.79027,98.83485,98.53507,98.47238,96.08431,96.28522,96.12377,93.51588,93.49778,93.39666,94.98371,94.62842,94.75367,97.60883,97.3287,97.16197,96.38312,96.34542,96.01379,94.71297,94.99739,94.90539,96.74453,96.89678,96.73502
,,,,2640.5491,98.50459,98.49966,98.43354,96.04968,96.19737,95.67739,93.65004,93.75033,93.75794,98.82206,98.52134,98.44486,96.05744,96.25929,96.08273,93.49419,93.45692,93.33589,94.92611,94.57496,94.71956,97.58184,97.29996,97.12603,96.32795,96.3014,96.00161,94.69192,94.96942,94.87332,96.72303,96.87467,96.70245
,,,,2642.47792,98.51647,98.51135,98.44405,96.05552,96.19887,95.67239,93.62276,93.73239,93.74857,98.83422,98.49905,98.43484,96.06459,96.24362,96.05573,93.47861,93.42888,93.31697,94.87989,94.54379,94.67968,97.57434,97.29003,97.11741,96.30727,96.30237,95.99464,94.71247,94.96588,94.84543,96.7257,96.88918,96.69435
,,,,2644.40674,98.49795,98.51885,98.44327,96.02647,96.17468,95.65349,93.58459,93.70838,93.71539,98.82305,98.46208,98.42427,96.03142,96.19999,96.03391,93.43867,93.40696,93.29798,94.83246,94.49337,94.62532,97.55824,97.26033,97.0852,96.29775,96.28425,95.96555,94.69474,94.94801,94.81175,96.73417,96.87699,96.69463
,,,,2646.33555,98.49431,98.51882,98.43039,96.00751,96.14535,95.65326,93.55023,93.67393,93.69509,98.80386,98.44089,98.39213,96.01084,96.18437,96.0284,93.40165,93.39892,93.26942,94.80105,94.45686,94.58474,97.5419,97.23833,97.05457,96.26916,96.24783,95.94999,94.67428,94.95189,94.82389,96.74153,96.85405,96.69758
,,,,2648.26437,98.52074,98.52364,98.44779,95.99115,96.13211,95.6542,93.53841,93.64241,93.66535,98.79622,98.4296,98.37843,96.02735,96.1809,96.0138,93.38083,93.38292,93.25994,94.77418,94.448,94.55236,97.50728,97.23755,97.0393,96.26954,96.24511,95.92662,94.66191,94.95278,94.83397,96.73922,96.85144,96.67485
,,,,2650.19318,98.50671,98.49887,98.44118,95.96297,96.10434,95.63998,93.51988,93.62241,93.63024,98.78423,98.4247,98.39251,96.0225,96.15353,96.00183,93.36745,93.3615,93.23851,94.73187,94.40049,94.50879,97.46821,97.21538,97.00067,96.27295,96.22505,95.91809,94.65333,94.94325,94.80023,96.75295,96.8679,96.6642
,,,,2652.122,98.49512,98.48197,98.43319,95.93805,96.08332,95.6152,93.48627,93.58997,93.59895,98.78501,98.42748,98.3931,95.99604,96.14674,95.98297,93.35663,93.36168,93.21923,94.69036,94.35308,94.45735,97.44117,97.19433,96.96172,96.26077,96.19598,95.9217,94.64605,94.94336,94.80072,96.75102,96.8637,96.69091
,,,,2654.05082,98.50583,98.50445,98.4376,95.9168,96.08152,95.60798,93.45547,93.55806,93.58588,98.77257,98.42447,98.37149,95.97793,96.13796,95.97979,93.33292,93.34407,93.19993,94.64153,94.31997,94.41585,97.41954,97.18501,96.95553,96.23749,96.19902,95.91655,94.64269,94.92819,94.79924,96.74655,96.8592,96.7059
,,,,2655.97963,98.48829,98.50764,98.4263,95.92231,96.09114,95.60273,93.40249,93.52385,93.55864,98.75463,98.4104,98.33707,95.9484,96.11395,95.95643,93.30137,93.28944,93.16264,94.60886,94.2637,94.361,97.39437,97.17783,96.95457,96.20024,96.17338,95.87768,94.63147,94.88762,94.77758,96.7207,96.85668,96.68165
,,,,2657.90845,98.46525,98.50065,98.44439,95.91713,96.09832,95.58685,93.38413,93.4789,93.52043,98.73706,98.39212,98.32197,95.91423,96.11027,95.93297,93.28086,93.24856,93.14781,94.5749,94.22937,94.33761,97.37288,97.16372,96.9526,96.19009,96.14422,95.84596,94.62416,94.87028,94.75962,96.68247,96.85751,96.67475
,,,,2659.83726,98.47829,98.51511,98.45415,95.90675,96.07678,95.56585,93.36934,93.46694,93.46843,98.71459,98.39462,98.34193,95.89185,96.09382,95.93336,93.27303,93.24466,93.13981,94.56582,94.20892,94.32477,97.35687,97.1379,96.92834,96.21752,96.13496,95.85155,94.61228,94.8695,94.76709,96.68461,96.86112,96.67488
,,,,2661.76608,98.48978,98.51658,98.43381,95.88921,96.04747,95.54398,93.32083,93.44518,93.42649,98.68804,98.38282,98.3341,95.87703,96.0678,95.91487,93.24185,93.23333,93.09361,94.53672,94.16411,94.27372,97.3466,97.08499,96.88001,96.18145,96.11803,95.82405,94.57272,94.85733,94.76772,96.70569,96.85417,96.67626
,,,,2663.6949,98.48755,98.50017,98.41352,95.87174,96.00357,95.52031,93.29729,93.3948,93.3929,98.66805,98.36852,98.30281,95.89242,96.0617,95.88394,93.20284,93.18146,93.04036,94.46897,94.11151,94.22663,97.32992,97.03462,96.84466,96.12792,96.08876,95.78789,94.55227,94.83524,94.73918,96.7134,96.83306,96.66713
,,,,2665.62371,98.48405,98.50013,98.40923,95.86234,95.98542,95.50989,93.28729,93.38979,93.3587,98.6911,98.35093,98.2805,95.88077,96.04524,95.87974,93.1762,93.15336,93.01909,94.40543,94.06452,94.19403,97.30233,97.01192,96.83336,96.11284,96.08511,95.79168,94.55493,94.84076,94.72399,96.70558,96.83708,96.66654
,,,,2667.55253,98.45576,98.4795,98.406,95.80562,95.96442,95.4568,93.20467,93.33842,93.29346,98.65944,98.31184,98.26144,95.82551,95.98756,95.84368,93.12444,93.12693,92.98144,94.33507,94.00475,94.13524,97.24095,96.974,96.77405,96.04478,96.0361,95.75888,94.51049,94.83141,94.67242,96.66047,96.81914,96.63532
,,,,2669.48134,98.44171,98.44586,98.37617,95.73785,95.90406,95.40241,93.12658,93.25631,93.22988,98.60143,98.29541,98.23444,95.80179,95.94341,95.79795,93.06509,93.06149,92.92572,94.27155,93.93028,94.07045,97.17617,96.92147,96.70969,96.00374,95.95814,95.69912,94.45134,94.80096,94.62754,96.61757,96.78909,96.5916
,,,,2671.41016,98.45738,98.46904,98.38352,95.74474,95.88881,95.41962,93.11056,93.2173,93.22937,98.61137,98.30461,98.23528,95.80095,95.94942,95.7847,93.07501,93.03882,92.90777,94.25474,93.87749,94.04424,97.17163,96.90405,96.69954,96.02258,95.94947,95.69055,94.47361,94.80625,94.64267,96.62622,96.78231,96.60439
,,,,2673.33898,98.45533,98.46182,98.37748,95.71808,95.8838,95.40743,93.06206,93.16441,93.17402,98.60043,98.27456,98.22309,95.73912,95.90791,95.7468,93.03694,93.01136,92.86743,94.21199,93.81123,93.97466,97.1441,96.8647,96.67202,95.99346,95.93412,95.6463,94.47026,94.7634,94.6184,96.62405,96.76321,96.59004
,,,,2675.26779,98.44572,98.42016,98.37227,95.66236,95.82726,95.35483,93.00201,93.12897,93.08988,98.57399,98.25555,98.19521,95.68186,95.84339,95.70285,92.95649,92.96206,92.82255,94.1332,93.77749,93.90315,97.08757,96.81755,96.63563,95.94948,95.89391,95.59888,94.42694,94.68874,94.60444,96.61879,96.74442,96.55688
,,,,2677.19661,98.41402,98.41579,98.38482,95.60205,95.76937,95.30642,92.94851,93.07492,93.0319,98.5539,98.22269,98.18221,95.6734,95.82288,95.68438,92.92322,92.91496,92.79561,94.06644,93.7398,93.82696,97.03944,96.77534,96.58954,95.9055,95.86202,95.57036,94.40127,94.66167,94.60074,96.60538,96.7272,96.53816
,,,,2679.12542,98.405,98.40173,98.36793,95.585,95.76042,95.27891,92.89489,93.00609,92.99899,98.51574,98.19129,98.16475,95.65314,95.81391,95.64472,92.91763,92.85208,92.75654,94.00394,93.66746,93.73873,97.01258,96.73542,96.55278,95.85395,95.83825,95.54807,94.40142,94.65879,94.5666,96.59051,96.70385,96.52794
,,,,2681.05424,98.42578,98.39747,98.35758,95.57229,95.74627,95.26684,92.82798,92.95307,92.95475,98.47762,98.17906,98.13512,95.6085,95.7857,95.61397,92.89054,92.82165,92.71378,93.94805,93.6148,93.71651,96.99537,96.72582,96.53481,95.82025,95.78419,95.51917,94.36798,94.65085,94.51783,96.58209,96.7052,96.53175
,,,,2682.98306,98.40661,98.39056,98.33605,95.52267,95.68289,95.213,92.75607,92.88297,92.88185,98.46402,98.15021,98.09666,95.57484,95.73233,95.57358,92.82021,92.80497,92.65646,93.87351,93.54943,93.67775,96.95905,96.68086,96.48287,95.79103,95.7358,95.45904,94.31982,94.61947,94.46717,96.53508,96.68221,96.50918
,,,,2684.91187,98.38261,98.39876,98.31853,95.47712,95.63915,95.16558,92.72668,92.81001,92.81985,98.42345,98.11888,98.06951,95.54306,95.70809,95.52683,92.76877,92.75537,92.60658,93.80996,93.46241,93.61693,96.89611,96.61271,96.42358,95.76862,95.70435,95.42568,94.29803,94.59053,94.42421,96.50371,96.669,96.48435
,,,,2686.84069,98.39844,98.41027,98.33174,95.47704,95.63869,95.18451,92.71671,92.80523,92.80471,98.43763,98.12543,98.07289,95.53792,95.70676,95.52449,92.77358,92.71621,92.59093,93.76874,93.41472,93.57912,96.8948,96.61182,96.43505,95.78691,95.70003,95.43599,94.29668,94.59075,94.42944,96.52695,96.69258,96.50905
,,,,2688.7695,98.38364,98.40518,98.35337,95.4825,95.64452,95.20481,92.67081,92.80493,92.79663,98.46543,98.13971,98.06882,95.53324,95.69156,95.53039,92.73713,92.70152,92.58717,93.73336,93.38636,93.54333,96.89369,96.62808,96.43608,95.80232,95.6937,95.44226,94.27434,94.59763,94.4319,96.53493,96.6978,96.55609
,,,,2690.69832,98.36158,98.38423,98.34885,95.4396,95.63759,95.15419,92.59638,92.73952,92.73955,98.4465,98.11787,98.03628,95.50343,95.66142,95.5109,92.66596,92.65024,92.53906,93.66917,93.30559,93.47373,96.85552,96.59044,96.38813,95.73719,95.67737,95.4255,94.24429,94.5598,94.43745,96.50231,96.67595,96.54456
,,,,2692.62714,98.35117,98.37314,98.34174,95.39861,95.59814,95.10018,92.51754,92.67057,92.65954,98.4056,98.06917,98.02756,95.4787,95.6383,95.46343,92.61431,92.57111,92.45796,93.59421,93.22298,93.39034,96.79533,96.53764,96.343,95.66811,95.62719,95.37716,94.23637,94.50785,94.42539,96.47127,96.6454,96.50289
,,,,2694.55595,98.3545,98.38241,98.34662,95.39702,95.56079,95.06642,92.47152,92.61984,92.62334,98.39499,98.06514,98.02057,95.46417,95.61087,95.41728,92.59008,92.53706,92.41047,93.54692,93.19,93.30877,96.75452,96.49131,96.30431,95.65489,95.59428,95.33396,94.227,94.49054,94.38912,96.49173,96.63605,96.48805
,,,,2696.48477,98.3777,98.38467,98.33141,95.34951,95.52778,95.03222,92.4412,92.55118,92.57735,98.40313,98.05643,97.98437,95.42729,95.57443,95.37483,92.54975,92.52068,92.37164,93.47885,93.14155,93.22951,96.71692,96.43957,96.26048,95.63094,95.56543,95.31295,94.18807,94.47136,94.36819,96.51322,96.6428,96.47074
,,,,2698.41358,98.37339,98.37877,98.32057,95.31001,95.48732,94.97901,92.39444,92.47974,92.4758,98.3875,98.04066,97.94464,95.38308,95.53122,95.32907,92.48346,92.45328,92.33051,93.41018,93.05258,93.16323,96.67655,96.40515,96.22028,95.57988,95.5234,95.27553,94.14974,94.43765,94.33599,96.50685,96.62993,96.45739
,,,,2700.3424,98.32815,98.33997,98.2999,95.27124,95.4267,94.9195,92.32651,92.39173,92.37887,98.33571,97.99844,97.92487,95.3312,95.47379,95.27065,92.43725,92.38551,92.28462,93.33879,92.96734,93.10735,96.62768,96.34569,96.14332,95.52817,95.47667,95.20998,94.12315,94.40389,94.28842,96.49595,96.60107,96.41789
,,,,2702.27122,98.31486,98.32207,98.27948,95.24275,95.39026,94.89544,92.26945,92.33402,92.32061,98.29765,97.96658,97.90302,95.28295,95.4415,95.24404,92.40461,92.34241,92.2294,93.26258,92.90559,93.04599,96.59367,96.28571,96.08187,95.51394,95.43962,95.16132,94.12245,94.3912,94.26573,96.46573,96.58241,96.39111
,,,,2704.20003,98.32347,98.32688,98.2786,95.19166,95.36373,94.86463,92.1919,92.27327,92.26385,98.2608,97.94213,97.87603,95.24875,95.41051,95.21985,92.34018,92.27733,92.1675,93.19411,92.82529,92.97122,96.54729,96.25912,96.04978,95.48477,95.39397,95.13123,94.09273,94.37076,94.21489,96.43061,96.5571,96.37072
,,,,2706.12885,98.33542,98.34358,98.2808,95.17458,95.34098,94.87655,92.13172,92.21866,92.20606,98.247,97.90811,97.86766,95.23894,95.39878,95.18536,92.27598,92.22444,92.14409,93.13406,92.764,92.91152,96.51682,96.24191,96.02953,95.45504,95.38162,95.12491,94.05533,94.35563,94.18957,96.42772,96.53668,96.37769
,,,,2708.05766,98.33176,98.35588,98.29222,95.15535,95.32327,94.83675,92.07307,92.16956,92.14901,98.24843,97.89375,97.86485,95.22273,95.372,95.14801,92.23356,92.19359,92.12757,93.06728,92.71042,92.84359,96.48894,96.21221,95.98933,95.42055,95.36771,95.12845,94.00747,94.33269,94.19051,96.42874,96.53447,96.39162
,,,,2709.98648,98.30063,98.3254,98.29402,95.09917,95.30177,94.78125,91.99706,92.11716,92.07154,98.25188,97.88214,97.86958,95.19791,95.32033,95.12912,92.20228,92.1609,92.07785,92.98458,92.64045,92.75361,96.43305,96.1564,95.947,95.37167,95.33533,95.0792,93.96512,94.31236,94.16663,96.41033,96.5389,96.36371
,,,,2711.9153,98.2845,98.30451,98.26903,95.04013,95.26627,94.74254,91.91453,92.05126,92.00195,98.24024,97.87843,97.85596,95.1584,95.28446,95.10036,92.13981,92.11038,92.00529,92.9023,92.57347,92.67827,96.38309,96.10732,95.91429,95.33674,95.28769,95.01171,93.95547,94.27142,94.12286,96.41351,96.54478,96.36283
,,,,2713.84411,98.27284,98.29195,98.25009,94.99593,95.21184,94.69231,91.81124,91.97124,91.93156,98.19438,97.87312,97.81792,95.10205,95.23679,95.04688,92.07225,92.03634,91.93216,92.82829,92.50604,92.61243,96.33166,96.07993,95.87809,95.29871,95.23517,94.95841,93.92523,94.21806,94.0868,96.39176,96.50892,96.34104
,,,,2715.77293,98.2454,98.29467,98.26135,94.93763,95.12645,94.63489,91.72728,91.88644,91.83459,98.14773,97.85604,97.75593,95.04709,95.15753,95.01752,92.0048,91.94728,91.86523,92.73155,92.39184,92.52214,96.25599,96.0237,95.84221,95.23959,95.16627,94.89449,93.86819,94.19281,94.04598,96.3488,96.47176,96.30706
,,,,2717.70174,98.22745,98.29384,98.25872,94.91295,95.07909,94.57426,91.65077,91.78977,91.74323,98.14064,97.80168,97.7194,95.00848,95.1122,94.96265,91.93787,91.8878,91.79379,92.6307,92.29884,92.4068,96.20865,95.96128,95.78779,95.19123,95.10225,94.82946,93.82826,94.15727,94.00867,96.32717,96.48392,96.30198
,,,,2719.63056,98.21126,98.26794,98.23244,94.87804,95.05666,94.51419,91.56614,91.7071,91.70758,98.11193,97.75789,97.71477,94.9556,95.10041,94.91788,91.89263,91.84254,91.73107,92.55132,92.22522,92.32911,96.17923,95.92691,95.7323,95.16302,95.06548,94.80757,93.81149,94.09471,93.97794,96.32679,96.48115,96.28629
,,,,2721.55938,98.17551,98.23666,98.19886,94.8014,95.00282,94.4703,91.48575,91.59382,91.63792,98.04401,97.72762,97.67048,94.87923,95.04625,94.85891,91.79975,91.75893,91.64465,92.46668,92.09997,92.2379,96.11975,95.88487,95.65219,95.08529,94.99891,94.76236,93.75484,94.01991,93.90835,96.28608,96.43436,96.2425
,,,,2723.48819,98.17297,98.23454,98.20266,94.76268,94.95438,94.44499,91.4368,91.52075,91.53198,98.01585,97.70222,97.6446,94.84981,94.99595,94.81031,91.71013,91.6862,91.55324,92.4054,92.00456,92.15987,96.07548,95.84281,95.61892,95.01584,94.94883,94.73687,93.71409,93.98766,93.87004,96.27417,96.4002,96.22451
,,,,2725.41701,98.17988,98.23994,98.21777,94.74472,94.92069,94.43553,91.35379,91.46313,91.45494,98.01409,97.68212,97.60129,94.83402,94.96746,94.79027,91.65177,91.64938,91.51222,92.3234,91.94313,92.08546,96.04425,95.811,95.59034,94.98401,94.9208,94.69706,93.68858,94.0044,93.85377,96.26968,96.398,96.20242
,,,,2727.34582,98.19836,98.24865,98.22753,94.70549,94.90317,94.40756,91.27406,91.40202,91.40418,98.0088,97.67922,97.58901,94.79252,94.95822,94.76868,91.62877,91.62753,91.48805,92.22927,91.88206,91.99902,96.02136,95.76711,95.55193,94.9658,94.93072,94.65126,93.66689,93.98251,93.84118,96.26751,96.41513,96.20603
,,,,2729.27464,98.18174,98.22442,98.20104,94.63265,94.84115,94.32626,91.16992,91.31648,91.30624,97.97548,97.63333,97.5696,94.74387,94.89619,94.70734,91.5565,91.54841,91.39836,92.10463,91.76833,91.87344,95.94407,95.69089,95.50724,94.91534,94.87615,94.57364,93.6229,93.90224,93.80063,96.24173,96.38121,96.18691
,,,,2731.20346,98.16353,98.21352,98.17527,94.56698,94.76525,94.28466,91.04729,91.21211,91.19086,97.94355,97.59489,97.53435,94.69164,94.805,94.63252,91.45474,91.44768,91.31569,91.99816,91.61147,91.77032,95.88297,95.58639,95.42745,94.84244,94.76744,94.51328,93.58232,93.85431,93.73784,96.22228,96.35103,96.14639
,,,,2733.13227,98.16445,98.21348,98.15519,94.52238,94.71705,94.25704,90.97291,91.12968,91.09366,97.94135,97.58258,97.50348,94.64486,94.74341,94.58639,91.37012,91.36591,91.24501,91.91385,91.49884,91.68078,95.83606,95.53141,95.37542,94.77173,94.71633,94.46254,93.54902,93.81678,93.6958,96.19804,96.32794,96.14378
,,,,2735.06109,98.15985,98.21597,98.16836,94.48761,94.68258,94.21363,90.92858,91.06245,91.03937,97.9399,97.56335,97.50193,94.62913,94.70198,94.54821,91.31774,91.30233,91.19269,91.8227,91.4441,91.60449,95.78791,95.52917,95.33107,94.73883,94.71057,94.41575,93.51097,93.7874,93.69194,96.19297,96.3293,96.15072
,,,,2736.9899,98.13194,98.21884,98.1536,94.44709,94.61617,94.1494,90.81554,90.96496,90.95209,97.89437,97.5326,97.4768,94.58638,94.65497,94.47046,91.24734,91.22526,91.11456,91.7112,91.35871,91.47441,95.74174,95.46176,95.26586,94.69875,94.62859,94.37462,93.48398,93.75346,93.65369,96.18433,96.30136,96.13245
,,,,2738.91872,98.13835,98.2002,98.12806,94.39757,94.57199,94.08993,90.70644,90.88949,90.8375,97.84777,97.51878,97.4308,94.5231,94.61793,94.40986,91.16908,91.11931,91.03722,91.61175,91.26189,91.36704,95.70238,95.39749,95.22161,94.64328,94.56295,94.32989,93.43968,93.7269,93.59529,96.16315,96.27947,96.1129
,,,,2740.84754,98.13804,98.16645,98.1079,94.33256,94.52475,94.03025,90.62694,90.81399,90.72999,97.82569,97.49233,97.4054,94.43232,94.55895,94.3705,91.08043,91.02476,90.95665,91.53271,91.1744,91.25842,95.64669,95.34648,95.1413,94.59997,94.52154,94.28248,93.37881,93.69311,93.54778,96.14004,96.25847,96.07719
,,,,2742.77635,98.09703,98.15292,98.12877,94.28984,94.48167,93.95881,90.54281,90.715,90.62441,97.7986,97.43462,97.37674,94.38971,94.5012,94.32188,91.00993,90.96486,90.88358,91.42715,91.07849,91.14899,95.59251,95.31081,95.06008,94.54468,94.45706,94.22946,93.33823,93.63037,93.50012,96.12635,96.22393,96.05944
,,,,2744.70517,98.05109,98.13396,98.13098,94.23,94.41402,93.8726,90.42721,90.5782,90.5061,97.74005,97.38097,97.31066,94.33989,94.42132,94.24333,90.9217,90.86806,90.77897,91.29072,90.93804,91.02966,95.49211,95.23841,94.99093,94.44062,94.37182,94.14053,93.2806,93.56115,93.43707,96.07433,96.20078,96.02691
,,,,2746.63398,98.0442,98.10562,98.08245,94.16064,94.3179,93.78019,90.2852,90.44879,90.3693,97.68261,97.36132,97.26356,94.25221,94.33374,94.16475,90.80449,90.75083,90.66889,91.14431,90.81045,90.93505,95.38714,95.15562,94.94355,94.37074,94.31445,94.05732,93.19614,93.51355,93.37584,96.0419,96.1766,95.99563
,,,,2748.5628,98.0447,98.07787,98.05528,94.09348,94.22513,93.71047,90.18037,90.34636,90.25956,97.64012,97.31316,97.23914,94.17553,94.28049,94.10394,90.72194,90.66688,90.56873,91.00846,90.69443,90.81332,95.33432,95.0553,94.87776,94.3073,94.29536,93.99693,93.15425,93.44483,93.32438,96.03635,96.14698,95.95588
,,,,2750.49162,98.02767,98.09184,98.06145,94.02539,94.18082,93.68213,90.09066,90.26032,90.16917,97.63453,97.27343,97.21462,94.13311,94.21084,94.04134,90.66527,90.58381,90.48805,90.90236,90.57269,90.69948,95.28722,94.96208,94.81406,94.26636,94.21726,93.929,93.12441,93.38677,93.28478,96.01323,96.12742,95.95041
,,,,2752.42043,98.02763,98.10695,98.04888,93.94065,94.13723,93.63753,89.95399,90.15437,90.05664,97.60713,97.23101,97.20094,94.08539,94.13991,93.97042,90.56494,90.49403,90.40044,90.79654,90.45977,90.60015,95.19847,94.90298,94.73846,94.21281,94.12569,93.85584,93.06822,93.34748,93.23016,95.97008,96.0861,95.94967
,,,,2754.34925,98.02025,98.07654,98.0139,93.87817,94.05209,93.56084,89.82057,90.01859,89.93949,97.52975,97.18132,97.14147,94.00679,94.07246,93.90791,90.45784,90.3974,90.29668,90.66848,90.33522,90.4631,95.10528,94.84324,94.65856,94.1374,94.06745,93.81598,93.0087,93.30287,93.16946,95.91526,96.06046,95.89077
,,,,2756.27806,98.03212,98.07435,98.02117,93.84237,93.99915,93.52578,89.71394,89.88747,89.85574,97.49405,97.16599,97.07327,93.94552,94.04276,93.8545,90.38215,90.31985,90.20221,90.55246,90.20139,90.31373,95.04943,94.79321,94.6043,94.08109,94.0099,93.76946,92.96909,93.26939,93.14138,95.89196,96.07921,95.8438
,,,,2758.20688,97.98256,98.05817,97.99984,93.76367,93.92209,93.47684,89.59398,89.74796,89.74128,97.46267,97.13143,97.03112,93.88504,93.98076,93.76958,90.30774,90.22452,90.10613,90.42474,90.07194,90.1953,94.9844,94.73742,94.53399,94.00663,93.93106,93.66902,92.92417,93.20716,93.08965,95.88118,96.06542,95.82107
,,,,2760.1357,97.93984,98.00548,97.99732,93.66086,93.83431,93.41411,89.48107,89.6102,89.60469,97.40028,97.09641,97.00387,93.81759,93.87581,93.67894,90.20172,90.13414,90.01676,90.30421,89.9461,90.08598,94.91785,94.64965,94.43816,93.91852,93.86489,93.59747,92.83243,93.12797,93.02495,95.86384,95.9956,95.80048
,,,,2762.06451,97.91553,97.96395,97.96448,93.56919,93.73972,93.33337,89.35124,89.469,89.47158,97.34589,97.04308,96.95814,93.72449,93.79491,93.5807,90.05905,90.00662,89.91079,90.15361,89.81018,89.93834,94.81923,94.53651,94.32112,93.83209,93.79207,93.51027,92.74455,93.05824,92.92694,95.80641,95.9327,95.76749
,,,,2763.99333,97.90611,97.97255,97.93442,93.54004,93.69422,93.25017,89.23652,89.37088,89.34694,97.3434,97.00171,96.93827,93.66109,93.75581,93.52328,89.94834,89.90564,89.81123,90.01533,89.67537,89.80413,94.73388,94.45063,94.24842,93.76256,93.70932,93.44208,92.71473,93.01023,92.87367,95.78407,95.92999,95.76771
,,,,2765.92214,97.88884,97.96684,97.90811,93.47298,93.6526,93.16113,89.12578,89.26299,89.22029,97.31583,96.95136,96.89718,93.5865,93.70062,93.45639,89.86846,89.81728,89.69897,89.87015,89.52908,89.65685,94.66053,94.39176,94.17787,93.66722,93.63641,93.3868,92.68753,92.94352,92.83141,95.76421,95.91872,95.74669
,,,,2767.85096,97.87629,97.94734,97.88444,93.39115,93.56639,93.07748,88.9879,89.10966,89.08965,97.27498,96.9125,96.83574,93.49513,93.61193,93.38737,89.78938,89.71013,89.57714,89.73185,89.37354,89.49415,94.59753,94.32171,94.13416,93.60074,93.57295,93.31598,92.63117,92.88362,92.76574,95.72647,95.8798,95.69656
,,,,2769.77978,97.8682,97.94054,97.87648,93.31944,93.47307,93.01629,88.85411,88.95295,88.96304,97.22307,96.86946,96.80614,93.4211,93.51997,93.33628,89.67005,89.61064,89.50609,89.59017,89.22427,89.37315,94.51403,94.24514,94.07582,93.5445,93.51545,93.24202,92.57026,92.82982,92.70744,95.70416,95.8222,95.6633
,,,,2771.70859,97.86888,97.92159,97.86121,93.2425,93.4083,92.941,88.71287,88.82229,88.81775,97.20574,96.80597,96.7908,93.36327,93.43715,93.24706,89.54094,89.51214,89.41498,89.42774,89.1081,89.24015,94.43534,94.17348,93.99039,93.47314,93.43742,93.17861,92.50374,92.75709,92.671,95.69507,95.80067,95.65732
,,,,2773.63741,97.85048,97.89475,97.85709,93.16257,93.32856,92.86032,88.57784,88.69164,88.68239,97.17549,96.76768,96.75601,93.29469,93.37042,93.15476,89.41772,89.40734,89.30776,89.30083,88.97859,89.10032,94.35219,94.09177,93.89159,93.38582,93.35279,93.09892,92.43949,92.69094,92.62357,95.6791,95.79894,95.63116
,,,,2775.56622,97.80993,97.86921,97.8365,93.06265,93.23575,92.77601,88.43953,88.55759,88.54251,97.10685,96.72784,96.67863,93.18892,93.28667,93.07181,89.29979,89.27386,89.18813,89.16405,88.79542,88.95533,94.25612,93.98667,93.7883,93.28738,93.2383,92.98777,92.37775,92.61993,92.53327,95.61339,95.76375,95.56584
,,,,2777.49504,97.79316,97.85829,97.81564,92.99162,93.16654,92.7243,88.29858,88.41219,88.41595,97.03541,96.66849,96.62545,93.1354,93.21733,93.00732,89.21313,89.13233,89.06071,89.03256,88.63176,88.81759,94.18101,93.89316,93.7011,93.20143,93.13769,92.90257,92.32196,92.57832,92.45043,95.57958,95.72911,95.54078
,,,,2779.42386,97.80108,97.86132,97.7968,92.96479,93.099,92.67285,88.18257,88.28434,88.28281,97.00189,96.63274,96.60944,93.08135,93.17665,92.96645,89.1384,89.06009,88.93277,88.90325,88.50165,88.68149,94.11011,93.8419,93.65535,93.14598,93.11073,92.86139,92.29293,92.54897,92.42239,95.55998,95.7302,95.56381
,,,,2781.35267,97.76519,97.84379,97.78614,92.88008,92.99879,92.58138,88.04429,88.16849,88.13115,96.94204,96.59872,96.54283,92.97246,93.10385,92.89665,89.01627,88.98191,88.82417,88.74566,88.33591,88.50417,93.98803,93.76358,93.58607,93.08302,93.04675,92.79602,92.20791,92.49575,92.36895,95.54538,95.71074,95.52379
,,,,2783.28149,97.74145,97.79968,97.77818,92.75594,92.90918,92.46722,87.89391,88.00221,87.96345,96.87631,96.54739,96.4717,92.86575,92.99964,92.7912,88.88584,88.83797,88.70772,88.57041,88.17891,88.33413,93.89844,93.66735,93.46526,92.99505,92.94416,92.69867,92.09805,92.41259,92.27555,95.542,95.66054,95.46097
,,,,2785.2103,97.75188,97.7929,97.78304,92.67856,92.84918,92.3973,87.74642,87.82187,87.83001,96.85801,96.51509,96.42957,92.80608,92.9185,92.69926,88.78231,88.71319,88.61228,88.43391,88.05538,88.19646,93.82406,93.60093,93.37048,92.91651,92.87263,92.61509,92.0613,92.33085,92.2116,95.54833,95.63455,95.46196
,,,,2787.13912,97.70904,97.77386,97.76996,92.58884,92.73212,92.28734,87.59045,87.65961,87.64248,96.79915,96.44615,96.3633,92.70557,92.82479,92.58158,88.60925,88.58788,88.46987,88.25392,87.88982,88.02101,93.71165,93.48926,93.26335,92.79478,92.77076,92.49487,91.98868,92.23662,92.13302,95.47583,95.57625,95.43273
,,,,2789.06794,97.6715,97.75464,97.72986,92.4857,92.63547,92.17774,87.42516,87.50687,87.47328,96.72017,96.37815,96.31699,92.61221,92.70617,92.46652,88.45064,88.43945,88.32403,88.05597,87.70671,87.83494,93.61935,93.3572,93.13366,92.6545,92.65939,92.39764,91.86037,92.15838,92.05842,95.4153,95.53222,95.38964
